ReturnID,OrderID,DateKey,ProductID,QuantityReturned,ReturnReason
RT00959,ORD028259,20230115,PRD000095,1,Defective Item
RT00960,ORD028262,20250803,PRD000064,1,Unsatisfied with Quality
RT00961,ORD028265,20250823,PRD000037,1,Damaged during Delivery
RT00962,ORD028281,20250401,PRD000050,1,Defective Item
RT00963,ORD028292,20231230,PRD000098,1,Damaged during Delivery
RT00964,ORD028309,20241019,PRD000001,1,Defective Item
RT00965,ORD028326,20251201,PRD000076,1,Defective Item
RT00966,ORD028344,20240114,PRD000020,1,Unsatisfied with Quality
RT00967,ORD028391,20251214,PRD000043,1,Damaged during Delivery
RT00968,ORD028400,20231004,PRD000009,1,Defective Item
RT00969,ORD028414,20230704,PRD000034,1,Unsatisfied with Quality
RT00970,ORD028446,20240501,PRD000008,1,Defective Item
RT00971,ORD028500,20230113,PRD000089,1,Defective Item
RT00972,ORD028522,20231108,PRD000084,1,Defective Item
RT00973,ORD028523,20250913,PRD000083,1,Damaged during Delivery
RT00974,ORD028539,20240225,PRD000010,1,Defective Item
RT00975,ORD028603,20240918,PRD000034,1,Damaged during Delivery
RT00976,ORD028680,20240826,PRD000027,2,Changed My Mind
RT00977,ORD028701,20230301,PRD000065,3,Defective Item
RT00978,ORD028704,20240126,PRD000031,1,Defective Item
RT00979,ORD028801,20240413,PRD000058,1,Unsatisfied with Quality
RT00980,ORD028807,20250527,PRD000027,1,Damaged during Delivery
RT00981,ORD028839,20231009,PRD000076,1,Defective Item
RT00982,ORD028870,20231127,PRD000027,1,Changed My Mind
RT00983,ORD028979,20241007,PRD000083,1,Damaged during Delivery
RT00984,ORD028990,20240729,PRD000009,1,Damaged during Delivery
RT00985,ORD029049,20241012,PRD000085,1,Damaged during Delivery
RT00986,ORD029082,20250110,PRD000076,1,Unsatisfied with Quality
RT00987,ORD029108,20240829,PRD000028,1,Wrong Item Shipped
RT00988,ORD029123,20250831,PRD000062,1,Defective Item
RT00989,ORD029230,20230129,PRD000009,1,Damaged during Delivery
RT00990,ORD029245,20230614,PRD000024,1,Damaged during Delivery
RT00991,ORD029315,20251207,PRD000019,2,Defective Item
RT00992,ORD029326,20230111,PRD000081,1,Wrong Item Shipped
RT00993,ORD029335,20250703,PRD000008,1,Defective Item
RT00994,ORD029359,20250124,PRD000034,1,Damaged during Delivery
RT00995,ORD029396,20240302,PRD000020,2,Wrong Item Shipped
RT00996,ORD029407,20251007,PRD000019,1,Defective Item
RT00997,ORD029448,20251206,PRD000076,1,Damaged during Delivery
RT00998,ORD029451,20250302,PRD000067,1,Defective Item
RT00999,ORD029463,20231021,PRD000087,1,Damaged during Delivery
RT01000,ORD029485,20231203,PRD000034,1,Damaged during Delivery
RT01001,ORD029603,20231124,PRD000019,1,Unsatisfied with Quality
RT01002,ORD029641,20250925,PRD000009,1,Unsatisfied with Quality
RT01003,ORD029694,20240609,PRD000037,1,Damaged during Delivery
RT01004,ORD029803,20250121,PRD000017,2,Defective Item
RT01005,ORD029873,20251025,PRD000089,1,Damaged during Delivery
RT01006,ORD029880,20240630,PRD000066,2,Damaged during Delivery
RT01007,ORD029882,20241018,PRD000043,1,Defective Item
RT01008,ORD029903,20230819,PRD000009,1,Defective Item
RT01009,ORD029907,20231106,PRD000010,1,Defective Item
RT01010,ORD029957,20241203,PRD000095,1,Damaged during Delivery
RT01011,ORD029985,20241124,PRD000096,1,Defective Item
RT01012,ORD030016,20241218,PRD000020,1,Defective Item
RT01013,ORD030027,20230315,PRD000089,1,Unsatisfied with Quality
RT01014,ORD030031,20230410,PRD000055,1,Defective Item
RT01015,ORD030072,20251106,PRD000042,1,Damaged during Delivery
RT01016,ORD030100,20250201,PRD000082,1,Damaged during Delivery
RT01017,ORD030102,20251125,PRD000097,1,Defective Item
RT01018,ORD030130,20250926,PRD000065,1,Wrong Item Shipped
RT01019,ORD030193,20250111,PRD000089,1,Defective Item
RT01020,ORD030203,20231225,PRD000096,1,Wrong Item Shipped
RT01021,ORD030234,20250514,PRD000049,1,Defective Item
RT01022,ORD030242,20241118,PRD000096,1,Damaged during Delivery
RT01023,ORD030245,20240918,PRD000095,1,Defective Item
RT01024,ORD030253,20251225,PRD000037,1,Wrong Item Shipped
RT01025,ORD030295,20250622,PRD000012,2,Defective Item
RT01026,ORD030325,20240227,PRD000043,1,Wrong Item Shipped
RT01027,ORD030372,20241013,PRD000058,1,Wrong Item Shipped
RT01028,ORD030399,20241211,PRD000037,1,Defective Item
RT01029,ORD030416,20240122,PRD000090,1,Wrong Item Shipped
RT01030,ORD030437,20230325,PRD000056,1,Unsatisfied with Quality
RT01031,ORD030445,20230710,PRD000010,1,Defective Item
RT01032,ORD030481,20230630,PRD000050,1,Damaged during Delivery
RT01033,ORD030573,20250311,PRD000062,1,Defective Item
RT01034,ORD030597,20241225,PRD000050,1,Damaged during Delivery
RT01035,ORD030637,20240813,PRD000065,1,Damaged during Delivery
RT01036,ORD030640,20231031,PRD000020,1,Defective Item
RT01037,ORD030664,20240831,PRD000048,3,Wrong Item Shipped
RT01038,ORD030680,20250401,PRD000042,1,Damaged during Delivery
RT01039,ORD030841,20230322,PRD000087,2,Wrong Item Shipped
RT01040,ORD030883,20240419,PRD000028,2,Changed My Mind
RT01041,ORD030916,20241028,PRD000050,1,Damaged during Delivery
RT01042,ORD030920,20250218,PRD000043,1,Defective Item
RT01043,ORD031055,20250407,PRD000009,1,Damaged during Delivery
RT01044,ORD031090,20241219,PRD000019,1,Defective Item
RT01045,ORD031093,20250911,PRD000078,1,Wrong Item Shipped
RT01046,ORD031106,20230116,PRD000010,1,Defective Item
RT01047,ORD031129,20241220,PRD000042,1,Damaged during Delivery
RT01048,ORD031159,20250128,PRD000031,1,Unsatisfied with Quality
RT01049,ORD031168,20231107,PRD000040,1,Defective Item
RT01050,ORD031179,20250822,PRD000067,1,Damaged during Delivery
RT01051,ORD031246,20250713,PRD000067,1,Damaged during Delivery
RT01052,ORD031327,20240302,PRD000045,1,Unsatisfied with Quality
RT01053,ORD031376,20250203,PRD000097,1,Unsatisfied with Quality
RT01054,ORD031426,20251228,PRD000058,1,Damaged during Delivery
RT01055,ORD031460,20251216,PRD000068,1,Damaged during Delivery
RT01056,ORD031621,20240125,PRD000071,1,Defective Item
RT01057,ORD031622,20240412,PRD000024,2,Wrong Item Shipped
RT01058,ORD031742,20240808,PRD000043,1,Wrong Item Shipped
RT01059,ORD031746,20250124,PRD000052,1,Wrong Item Shipped
RT01060,ORD031751,20250613,PRD000050,2,Wrong Item Shipped
RT01061,ORD031776,20240610,PRD000001,1,Defective Item
RT01062,ORD031819,20240221,PRD000044,1,Wrong Item Shipped
RT01063,ORD031830,20250625,PRD000053,1,Wrong Item Shipped
RT01064,ORD031837,20251024,PRD000032,1,Damaged during Delivery
RT01065,ORD031840,20240207,PRD000046,1,Wrong Item Shipped
RT01066,ORD031914,20240225,PRD000058,1,Defective Item
RT01067,ORD031920,20230608,PRD000043,1,Damaged during Delivery
RT01068,ORD031947,20240119,PRD000090,10,Changed My Mind
RT01069,ORD031990,20231125,PRD000083,1,Damaged during Delivery
RT01070,ORD032010,20241206,PRD000083,1,Defective Item
RT01071,ORD032073,20250409,PRD000065,1,Wrong Item Shipped
RT01072,ORD032074,20250513,PRD000066,1,Changed My Mind
RT01073,ORD032094,20251031,PRD000043,1,Defective Item
RT01074,ORD032118,20251220,PRD000051,1,Damaged during Delivery
RT01075,ORD032170,20251223,PRD000071,1,Defective Item
RT01076,ORD032219,20241109,PRD000098,1,Defective Item
RT01077,ORD032242,20250128,PRD000044,1,Defective Item
RT01078,ORD032266,20241231,PRD000001,1,Unsatisfied with Quality
RT01079,ORD032294,20251028,PRD000009,2,Defective Item
RT01080,ORD032316,20230413,PRD000020,1,Defective Item
RT01081,ORD032335,20250426,PRD000031,1,Defective Item
RT01082,ORD032356,20230224,PRD000004,1,Unsatisfied with Quality
RT01083,ORD032414,20241028,PRD000098,1,Defective Item
RT01084,ORD032424,20240529,PRD000020,1,Defective Item
RT01085,ORD032466,20240627,PRD000037,1,Defective Item
RT01086,ORD032495,20240205,PRD000058,1,Damaged during Delivery
RT01087,ORD032512,20230620,PRD000025,1,Wrong Item Shipped
RT01088,ORD032517,20241013,PRD000025,1,Damaged during Delivery
RT01089,ORD032527,20240613,PRD000067,1,Damaged during Delivery
RT01090,ORD032538,20240511,PRD000082,1,Damaged during Delivery
RT01091,ORD032545,20250720,PRD000071,1,Damaged during Delivery
RT01092,ORD032584,20250128,PRD000076,1,Unsatisfied with Quality
RT01093,ORD032675,20250805,PRD000054,2,Defective Item
RT01094,ORD032680,20240731,PRD000043,1,Defective Item
RT01095,ORD032701,20240408,PRD000049,1,Defective Item
RT01096,ORD032723,20250827,PRD000071,1,Defective Item
RT01097,ORD032772,20241025,PRD000067,1,Defective Item
RT01098,ORD032775,20240106,PRD000084,1,Wrong Item Shipped
RT01099,ORD032848,20240310,PRD000052,3,Damaged during Delivery
RT01100,ORD032855,20230719,PRD000064,1,Damaged during Delivery
RT01101,ORD033053,20240731,PRD000062,1,Damaged during Delivery
RT01102,ORD033149,20240310,PRD000097,1,Defective Item
RT01103,ORD033154,20251029,PRD000058,1,Defective Item
RT01104,ORD033161,20230820,PRD000010,1,Wrong Item Shipped
RT01105,ORD033172,20230513,PRD000044,1,Damaged during Delivery
RT01106,ORD033206,20241124,PRD000009,1,Defective Item
RT01107,ORD033261,20251224,PRD000012,1,Defective Item
RT01108,ORD033332,20240407,PRD000045,1,Damaged during Delivery
RT01109,ORD033341,20250930,PRD000095,1,Defective Item
RT01110,ORD033353,20250308,PRD000047,1,Wrong Item Shipped
RT01111,ORD033358,20230510,PRD000034,1,Wrong Item Shipped
RT01112,ORD033368,20251011,PRD000083,2,Damaged during Delivery
RT01113,ORD033429,20240816,PRD000087,2,Damaged during Delivery
RT01114,ORD033433,20250826,PRD000089,1,Defective Item
RT01115,ORD033437,20230908,PRD000055,2,Wrong Item Shipped
RT01116,ORD033482,20240324,PRD000098,1,Defective Item
RT01117,ORD033500,20250520,PRD000082,1,Unsatisfied with Quality
RT01118,ORD033522,20240521,PRD000025,1,Damaged during Delivery
RT01119,ORD033547,20240301,PRD000044,1,Defective Item
RT01120,ORD033593,20241110,PRD000064,1,Defective Item
RT01121,ORD033604,20250329,PRD000007,1,Unsatisfied with Quality
RT01122,ORD033624,20240321,PRD000097,1,Defective Item
RT01123,ORD033637,20250420,PRD000041,2,Wrong Item Shipped
RT01124,ORD033646,20240924,PRD000034,1,Wrong Item Shipped
RT01125,ORD033681,20250902,PRD000095,1,Defective Item
RT01126,ORD033689,20251216,PRD000062,1,Defective Item
RT01127,ORD033777,20240731,PRD000095,1,Damaged during Delivery
RT01128,ORD033826,20250728,PRD000064,1,Defective Item
RT01129,ORD033865,20250625,PRD000089,2,Defective Item
RT01130,ORD033876,20250528,PRD000098,1,Defective Item
RT01131,ORD033934,20240319,PRD000021,1,Unsatisfied with Quality
RT01132,ORD033945,20250417,PRD000050,1,Unsatisfied with Quality
RT01133,ORD034020,20230507,PRD000031,1,Damaged during Delivery
RT01134,ORD034051,20230130,PRD000050,1,Defective Item
RT01135,ORD034063,20230107,PRD000045,1,Wrong Item Shipped
RT01136,ORD034124,20240907,PRD000061,1,Damaged during Delivery
RT01137,ORD034131,20230224,PRD000010,1,Damaged during Delivery
RT01138,ORD034198,20230108,PRD000091,1,Unsatisfied with Quality
RT01139,ORD034218,20251108,PRD000048,2,Damaged during Delivery
RT01140,ORD034235,20250309,PRD000009,1,Defective Item
RT01141,ORD034239,20231112,PRD000083,1,Damaged during Delivery
RT01142,ORD034324,20250720,PRD000008,1,Defective Item
RT01143,ORD034337,20240712,PRD000010,1,Defective Item
RT01144,ORD034344,20230227,PRD000096,1,Damaged during Delivery
RT01145,ORD034347,20240212,PRD000071,1,Defective Item
RT01146,ORD034490,20231023,PRD000076,1,Defective Item
RT01147,ORD034568,20250223,PRD000089,1,Defective Item
RT01148,ORD034577,20240411,PRD000031,1,Defective Item
RT01149,ORD034581,20250719,PRD000096,1,Defective Item
RT01150,ORD034639,20231125,PRD000020,1,Defective Item
RT01151,ORD034688,20250722,PRD000095,1,Wrong Item Shipped
RT01152,ORD034720,20250711,PRD000010,1,Damaged during Delivery
RT01153,ORD034744,20250902,PRD000049,1,Damaged during Delivery
RT01154,ORD034754,20241222,PRD000019,1,Defective Item
RT01155,ORD034778,20230405,PRD000063,1,Wrong Item Shipped
RT01156,ORD034779,20240723,PRD000058,1,Unsatisfied with Quality
RT01157,ORD034820,20240615,PRD000098,2,Defective Item
RT01158,ORD034854,20230608,PRD000062,1,Wrong Item Shipped
RT01159,ORD034872,20241218,PRD000097,1,Unsatisfied with Quality
RT01160,ORD034878,20250618,PRD000064,1,Damaged during Delivery
RT01161,ORD034887,20250219,PRD000044,1,Damaged during Delivery
RT01162,ORD034937,20241225,PRD000062,1,Defective Item
RT01163,ORD034992,20230324,PRD000071,1,Damaged during Delivery
RT01164,ORD035096,20250127,PRD000098,1,Damaged during Delivery
RT01165,ORD035103,20250115,PRD000043,1,Defective Item
RT01166,ORD035169,20251220,PRD000009,2,Damaged during Delivery
RT01167,ORD035226,20240511,PRD000043,1,Damaged during Delivery
RT01168,ORD035235,20240515,PRD000084,1,Defective Item
RT01169,ORD035262,20230712,PRD000071,1,Damaged during Delivery
RT01170,ORD035285,20240426,PRD000054,1,Defective Item
RT01171,ORD035291,20230621,PRD000009,1,Wrong Item Shipped
RT01172,ORD035298,20251117,PRD000098,1,Defective Item
RT01173,ORD035331,20240515,PRD000097,1,Defective Item
RT01174,ORD035339,20240425,PRD000076,1,Wrong Item Shipped
RT01175,ORD035396,20230518,PRD000020,1,Defective Item
RT01176,ORD035426,20240221,PRD000043,1,Defective Item
RT01177,ORD035453,20251009,PRD000009,2,Damaged during Delivery
RT01178,ORD035454,20241223,PRD000045,1,Unsatisfied with Quality
RT01179,ORD035482,20240226,PRD000045,1,Defective Item
RT01180,ORD035494,20231101,PRD000042,1,Defective Item
RT01181,ORD035516,20230728,PRD000009,1,Damaged during Delivery
RT01182,ORD035638,20251223,PRD000063,1,Damaged during Delivery
RT01183,ORD035659,20241022,PRD000097,1,Defective Item
RT01184,ORD035666,20250222,PRD000065,1,Defective Item
RT01185,ORD035697,20251213,PRD000043,1,Unsatisfied with Quality
RT01186,ORD035716,20251005,PRD000071,1,Damaged during Delivery
RT01187,ORD035717,20230421,PRD000083,1,Wrong Item Shipped
RT01188,ORD035759,20240908,PRD000054,1,Wrong Item Shipped
RT01189,ORD035788,20230525,PRD000020,1,Defective Item
RT01190,ORD035869,20240514,PRD000067,1,Damaged during Delivery
RT01191,ORD035885,20251204,PRD000012,1,Defective Item
RT01192,ORD035910,20250519,PRD000019,1,Damaged during Delivery
RT01193,ORD035912,20230722,PRD000097,1,Unsatisfied with Quality
RT01194,ORD035924,20231211,PRD000001,1,Defective Item
RT01195,ORD035950,20250321,PRD000047,1,Defective Item
RT01196,ORD035997,20241215,PRD000003,5,Wrong Item Shipped
RT01197,ORD036054,20230615,PRD000008,1,Damaged during Delivery
RT01198,ORD036057,20240329,PRD000067,1,Defective Item
RT01199,ORD036059,20230622,PRD000076,1,Unsatisfied with Quality
RT01200,ORD036085,20240611,PRD000040,1,Damaged during Delivery
RT01201,ORD036098,20240613,PRD000065,1,Wrong Item Shipped
RT01202,ORD036099,20251011,PRD000009,1,Defective Item
RT01203,ORD036212,20240310,PRD000050,1,Wrong Item Shipped
RT01204,ORD036270,20240818,PRD000058,1,Defective Item
RT01205,ORD036285,20251005,PRD000068,1,Wrong Item Shipped
RT01206,ORD036305,20241102,PRD000050,1,Damaged during Delivery
RT01207,ORD036350,20230121,PRD000096,1,Damaged during Delivery
RT01208,ORD036356,20250617,PRD000038,1,Defective Item
RT01209,ORD036405,20250224,PRD000031,1,Defective Item
RT01210,ORD036462,20241101,PRD000071,1,Wrong Item Shipped
RT01211,ORD036463,20250707,PRD000045,1,Wrong Item Shipped
RT01212,ORD036477,20230628,PRD000040,1,Wrong Item Shipped
RT01213,ORD036496,20230322,PRD000084,1,Wrong Item Shipped
RT01214,ORD036502,20231111,PRD000025,1,Wrong Item Shipped
RT01215,ORD036688,20230918,PRD000012,1,Defective Item
RT01216,ORD036694,20240829,PRD000089,1,Defective Item
RT01217,ORD036699,20241015,PRD000084,1,Wrong Item Shipped
RT01218,ORD036706,20230307,PRD000062,2,Defective Item
RT01219,ORD036711,20231128,PRD000037,1,Defective Item
RT01220,ORD036721,20250323,PRD000058,1,Defective Item
RT01221,ORD036789,20230614,PRD000091,1,Unsatisfied with Quality
RT01222,ORD036833,20230426,PRD000071,1,Defective Item
RT01223,ORD036856,20230403,PRD000082,1,Damaged during Delivery
RT01224,ORD036874,20240718,PRD000096,1,Defective Item
RT01225,ORD036890,20250116,PRD000067,1,Defective Item
RT01226,ORD036928,20250420,PRD000089,1,Defective Item
RT01227,ORD037041,20240217,PRD000010,1,Wrong Item Shipped
RT01228,ORD037059,20240409,PRD000084,1,Wrong Item Shipped
RT01229,ORD037069,20230607,PRD000044,2,Defective Item
RT01230,ORD037094,20230323,PRD000054,1,Unsatisfied with Quality
RT01231,ORD037113,20240604,PRD000010,1,Defective Item
RT01232,ORD037114,20230628,PRD000051,1,Wrong Item Shipped
RT01233,ORD037121,20251210,PRD000087,2,Damaged during Delivery
RT01234,ORD037139,20250114,PRD000020,1,Damaged during Delivery
RT01235,ORD037188,20240316,PRD000064,1,Damaged during Delivery
RT01236,ORD037207,20231231,PRD000095,1,Defective Item
RT01237,ORD037303,20231122,PRD000028,1,Wrong Item Shipped
RT01238,ORD037311,20240909,PRD000050,1,Damaged during Delivery
RT01239,ORD037326,20240904,PRD000062,1,Wrong Item Shipped
RT01240,ORD037379,20241216,PRD000037,1,Damaged during Delivery
RT01241,ORD037413,20240507,PRD000083,1,Defective Item
RT01242,ORD037421,20231005,PRD000020,1,Defective Item
RT01243,ORD037446,20251125,PRD000023,1,Wrong Item Shipped
RT01244,ORD037495,20231203,PRD000094,2,Damaged during Delivery
RT01245,ORD037502,20250730,PRD000097,1,Damaged during Delivery
RT01246,ORD037503,20250409,PRD000065,1,Damaged during Delivery
RT01247,ORD037535,20230423,PRD000097,1,Defective Item
RT01248,ORD037553,20230524,PRD000096,1,Defective Item
RT01249,ORD037559,20230512,PRD000020,1,Wrong Item Shipped
RT01250,ORD037565,20231017,PRD000043,1,Defective Item
RT01251,ORD037581,20240930,PRD000095,1,Unsatisfied with Quality
RT01252,ORD037622,20241107,PRD000037,1,Defective Item
RT01253,ORD037624,20240423,PRD000045,1,Wrong Item Shipped
RT01254,ORD037805,20240414,PRD000050,1,Damaged during Delivery
RT01255,ORD037871,20231111,PRD000009,1,Defective Item
RT01256,ORD037914,20240109,PRD000042,1,Damaged during Delivery
RT01257,ORD038007,20240807,PRD000009,2,Damaged during Delivery
RT01258,ORD038013,20230910,PRD000031,1,Unsatisfied with Quality
RT01259,ORD038023,20250822,PRD000084,1,Damaged during Delivery
RT01260,ORD038040,20240930,PRD000098,1,Damaged during Delivery
RT01261,ORD038059,20241226,PRD000010,1,Unsatisfied with Quality
RT01262,ORD038073,20230827,PRD000005,1,Damaged during Delivery
RT01263,ORD038089,20240901,PRD000043,1,Damaged during Delivery
RT01264,ORD038110,20231228,PRD000047,1,Defective Item
RT01265,ORD038138,20240323,PRD000050,1,Defective Item
RT01266,ORD038146,20240731,PRD000031,1,Damaged during Delivery
RT01267,ORD038188,20240921,PRD000063,1,Defective Item
RT01268,ORD038195,20231217,PRD000084,1,Defective Item
RT01269,ORD038204,20231227,PRD000065,1,Wrong Item Shipped
RT01270,ORD038286,20230418,PRD000058,1,Damaged during Delivery
RT01271,ORD038326,20241022,PRD000028,20,Wrong Item Shipped
RT01272,ORD038380,20250423,PRD000044,1,Defective Item
RT01273,ORD038389,20230321,PRD000098,1,Damaged during Delivery
RT01274,ORD038424,20250604,PRD000049,1,Damaged during Delivery
RT01275,ORD038476,20250805,PRD000028,1,Wrong Item Shipped
RT01276,ORD038482,20230531,PRD000012,1,Defective Item
RT01277,ORD038483,20241006,PRD000027,1,Wrong Item Shipped
RT01278,ORD038495,20250518,PRD000031,1,Damaged during Delivery
RT01279,ORD038537,20240129,PRD000045,1,Wrong Item Shipped
RT01280,ORD038558,20240118,PRD000037,1,Defective Item
RT01281,ORD038578,20250716,PRD000034,1,Defective Item
RT01282,ORD038581,20240408,PRD000098,1,Defective Item
RT01283,ORD038604,20240518,PRD000037,1,Defective Item
RT01284,ORD038632,20230507,PRD000008,1,Defective Item
RT01285,ORD038642,20240314,PRD000057,1,Unsatisfied with Quality
RT01286,ORD038694,20240511,PRD000009,3,Defective Item
RT01287,ORD038720,20231217,PRD000083,1,Wrong Item Shipped
RT01288,ORD038742,20230607,PRD000009,1,Defective Item
RT01289,ORD038753,20240419,PRD000067,1,Wrong Item Shipped
RT01290,ORD038797,20250602,PRD000019,1,Unsatisfied with Quality
RT01291,ORD038828,20251219,PRD000009,1,Defective Item
RT01292,ORD038852,20250415,PRD000089,1,Damaged during Delivery
RT01293,ORD038855,20231127,PRD000098,1,Damaged during Delivery
RT01294,ORD038860,20250628,PRD000005,1,Defective Item
RT01295,ORD038875,20230919,PRD000043,1,Defective Item
RT01296,ORD038915,20250317,PRD000051,1,Defective Item
RT01297,ORD038931,20250720,PRD000069,1,Unsatisfied with Quality
RT01298,ORD038951,20240228,PRD000097,1,Defective Item
RT01299,ORD038952,20250901,PRD000085,1,Wrong Item Shipped
RT01300,ORD038999,20250724,PRD000031,3,Wrong Item Shipped
RT01301,ORD039009,20251229,PRD000085,1,Changed My Mind
RT01302,ORD039062,20230627,PRD000055,1,Unsatisfied with Quality
RT01303,ORD039065,20230616,PRD000020,1,Wrong Item Shipped
RT01304,ORD039089,20251202,PRD000089,1,Defective Item
RT01305,ORD039116,20250811,PRD000063,1,Defective Item
RT01306,ORD039126,20240221,PRD000043,1,Defective Item
RT01307,ORD039135,20251106,PRD000058,1,Defective Item
RT01308,ORD039151,20231115,PRD000049,1,Wrong Item Shipped
RT01309,ORD039155,20240625,PRD000071,1,Unsatisfied with Quality
RT01310,ORD039215,20230402,PRD000005,2,Wrong Item Shipped
RT01311,ORD039235,20230915,PRD000098,1,Damaged during Delivery
RT01312,ORD039305,20240525,PRD000063,1,Damaged during Delivery
RT01313,ORD039343,20250920,PRD000097,1,Damaged during Delivery
RT01314,ORD039348,20251103,PRD000089,1,Damaged during Delivery
RT01315,ORD039425,20250808,PRD000012,1,Defective Item
RT01316,ORD039462,20250401,PRD000097,2,Defective Item
RT01317,ORD039481,20250620,PRD000043,1,Damaged during Delivery
RT01318,ORD039496,20240721,PRD000098,1,Defective Item
RT01319,ORD039575,20240309,PRD000043,1,Defective Item
RT01320,ORD039577,20250411,PRD000037,1,Defective Item
RT01321,ORD039608,20250101,PRD000049,40,Defective Item
RT01322,ORD039659,20240906,PRD000028,1,Wrong Item Shipped
RT01323,ORD039664,20240527,PRD000037,1,Damaged during Delivery
RT01324,ORD039677,20241122,PRD000009,1,Defective Item
RT01325,ORD039745,20250612,PRD000076,1,Defective Item
RT01326,ORD039781,20231214,PRD000098,2,Unsatisfied with Quality
RT01327,ORD039792,20240622,PRD000024,1,Damaged during Delivery
RT01328,ORD039832,20240730,PRD000098,1,Defective Item
RT01329,ORD039838,20251021,PRD000043,1,Damaged during Delivery
RT01330,ORD039879,20230412,PRD000010,1,Wrong Item Shipped
RT01331,ORD039918,20240826,PRD000066,1,Damaged during Delivery
RT01332,ORD039944,20231226,PRD000050,1,Defective Item
RT01333,ORD039977,20250105,PRD000078,5,Changed My Mind
RT01334,ORD040003,20241223,PRD000001,1,Unsatisfied with Quality
RT01335,ORD040036,20240529,PRD000009,1,Defective Item
RT01336,ORD040080,20240203,PRD000084,2,Damaged during Delivery
RT01337,ORD040129,20241225,PRD000067,1,Unsatisfied with Quality
RT01338,ORD040133,20241118,PRD000024,1,Defective Item
RT01339,ORD040157,20231119,PRD000054,2,Defective Item
RT01340,ORD040163,20230410,PRD000065,1,Damaged during Delivery
RT01341,ORD040176,20231111,PRD000097,1,Damaged during Delivery
RT01342,ORD040206,20240623,PRD000052,1,Unsatisfied with Quality
RT01343,ORD040225,20241222,PRD000095,1,Unsatisfied with Quality
RT01344,ORD040245,20240808,PRD000084,1,Damaged during Delivery
RT01345,ORD040309,20250703,PRD000083,1,Damaged during Delivery
RT01346,ORD040317,20230307,PRD000028,1,Changed My Mind
RT01347,ORD040397,20250320,PRD000071,1,Damaged during Delivery
RT01348,ORD040406,20250125,PRD000043,1,Defective Item
RT01349,ORD040428,20250514,PRD000044,1,Defective Item
RT01350,ORD040432,20230210,PRD000044,1,Wrong Item Shipped
RT01351,ORD040450,20241117,PRD000076,1,Damaged during Delivery
RT01352,ORD040460,20240627,PRD000095,1,Damaged during Delivery
RT01353,ORD040492,20240804,PRD000062,1,Unsatisfied with Quality
RT01354,ORD040572,20250721,PRD000076,1,Defective Item
RT01355,ORD040592,20251011,PRD000037,1,Defective Item
RT01356,ORD040635,20251220,PRD000034,1,Defective Item
RT01357,ORD040777,20230107,PRD000054,1,Defective Item
RT01358,ORD040799,20241229,PRD000087,1,Wrong Item Shipped
RT01359,ORD040821,20230205,PRD000031,1,Wrong Item Shipped
RT01360,ORD040920,20250318,PRD000019,1,Defective Item
RT01361,ORD040925,20250328,PRD000050,1,Defective Item
RT01362,ORD040938,20250622,PRD000089,1,Damaged during Delivery
RT01363,ORD040961,20251211,PRD000052,1,Defective Item
RT01364,ORD041011,20240907,PRD000019,1,Wrong Item Shipped
RT01365,ORD041018,20230331,PRD000063,2,Wrong Item Shipped
RT01366,ORD041022,20240301,PRD000019,1,Damaged during Delivery
RT01367,ORD041037,20250711,PRD000054,1,Unsatisfied with Quality
RT01368,ORD041039,20231026,PRD000010,1,Defective Item
RT01369,ORD041105,20230629,PRD000053,1,Defective Item
RT01370,ORD041112,20250619,PRD000044,1,Defective Item
RT01371,ORD041115,20251007,PRD000049,1,Damaged during Delivery
RT01372,ORD041201,20250210,PRD000049,1,Defective Item
RT01373,ORD041206,20230504,PRD000089,1,Defective Item
RT01374,ORD041230,20251115,PRD000098,1,Defective Item
RT01375,ORD041280,20251210,PRD000010,1,Defective Item
RT01376,ORD041308,20240804,PRD000009,1,Damaged during Delivery
RT01377,ORD041313,20251213,PRD000099,2,Changed My Mind
RT01378,ORD041359,20241024,PRD000097,1,Damaged during Delivery
RT01379,ORD041385,20230430,PRD000089,1,Damaged during Delivery
RT01380,ORD041408,20250402,PRD000054,1,Wrong Item Shipped
RT01381,ORD041483,20250415,PRD000001,1,Damaged during Delivery
RT01382,ORD041580,20241017,PRD000071,1,Defective Item
RT01383,ORD041605,20251103,PRD000003,1,Wrong Item Shipped
RT01384,ORD041682,20241023,PRD000049,1,Damaged during Delivery
RT01385,ORD041730,20230513,PRD000055,1,Unsatisfied with Quality
RT01386,ORD041744,20231215,PRD000054,1,Defective Item
RT01387,ORD041800,20230909,PRD000083,1,Defective Item
RT01388,ORD041803,20240710,PRD000037,1,Wrong Item Shipped
RT01389,ORD041814,20250912,PRD000089,1,Defective Item
RT01390,ORD041869,20250809,PRD000095,1,Defective Item
RT01391,ORD041870,20240225,PRD000045,1,Unsatisfied with Quality
RT01392,ORD041947,20241019,PRD000051,1,Wrong Item Shipped
RT01393,ORD041963,20241225,PRD000095,1,Defective Item
RT01394,ORD041968,20230320,PRD000009,1,Wrong Item Shipped
RT01395,ORD041980,20250623,PRD000067,1,Defective Item
RT01396,ORD042022,20230521,PRD000049,1,Damaged during Delivery
RT01397,ORD042096,20250409,PRD000054,1,Damaged during Delivery
RT01398,ORD042101,20241115,PRD000031,2,Defective Item
